Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
70488,"Scientific Progress Goes ""Boink"" (Calvin and Hobbes #6)",Bill Watterson,"Watterson, Bill",,0836218787,9780836218787,0,4.64,Andrews and McMeel Publishing,Paperback,128,1991,1991,,8/23/2019,,,read,,,,1,,,0,,,,,
70487,Attack of the Deranged Mutant Killer Monster Snow Goons (Calvin and Hobbes #7),Bill Watterson,"Watterson, Bill",,1417642165,9781417642168,0,4.65,Turtleback Books,Hardcover,127,1992,1992,,8/23/2019,,,read,,,,1,,,0,,,,,
121792,The Revenge of the Baby-Sat (Calvin and Hobbes #5),Bill Watterson,"Watterson, Bill",,1417642122,9781417642120,0,4.65,Turtleback Books,Paperback,128,1991,1991,,8/23/2019,,,read,,,,1,,,0,,,,,
24813,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,"Watterson, Bill",,0836204387,9780836204384,0,4.62,Andrews McMeel Publishing,Paperback,208,1995,1995,,8/23/2019,,,read,,,,1,,,0,,,,,
24815,The Indispensable Calvin and Hobbes,Bill Watterson,"Watterson, Bill",,0751500283,9780751500288,0,4.68,Warner Books,Paperback,255,1992,1992,,8/23/2019,,,read,,,,1,,,0,,,,,
59715,The Authoritative Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,"Watterson, Bill",,0751507954,9780751507959,0,4.69,Sphere,Paperback,254,1990,1990,,8/23/2019,,,read,,,,1,,,0,,,,,
70489,There's Treasure Everywhere (Calvin and Hobbes #10),Bill Watterson,"Watterson, Bill",,0836213122,9780836213126,0,4.69,Andrews McMeel Publishing,Paperback,176,1996,1996,,8/23/2019,,,read,,,,1,,,0,,,,,
24494,The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,"Watterson, Bill",,0836218523,9780836218527,0,4.62,Andrews McMeel Publishing,Paperback,128,1989,1989,,8/23/2019,,,read,,,,1,,,0,,,,,
24818,The Days Are Just Packed (Calvin and Hobbes #8),Bill Watterson,"Watterson, Bill",,0836217357,9780836217353,0,4.65,Andrews McMeel Publishing,Paperback,176,1993,1993,,8/23/2019,,,read,,,,1,,,0,,,,,
24814,It's a Magical World (Calvin and Hobbes #11),Bill Watterson,"Watterson, Bill",,0836221362,9780836221367,0,4.71,Andrews McMeel Publishing,Paperback,176,1996,1996,,8/23/2019,,,read,,,,1,,,0,,,,,
43070,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,Bill Watterson,"Watterson, Bill",,0836218051,9780836218053,0,4.64,Andrews McMeel Publishing,Paperback,256,1988,1988,,8/23/2019,,,read,,,,1,,,0,,,,,
39816076,The Lost Girls of Paris,Pam Jenoff,"Jenoff, Pam",,0778330273,9780778330271,3,3.88,Park Row,Paperback,384,2019,2019,8/17/2019,8/11/2019,,,read,,,,1,,,0,,,,,
38532183,"How to Be Alone: If You Want To, and Even If You Don't",Lane Moore,"Moore, Lane",,1501178830,9781501178832,4,3.78,Atria Books,Paperback,224,2018,2018,8/9/2019,12/8/2018,,,read,,,,1,,,0,,,,,
10660230,Super Mario: How Nintendo Conquered America,Jeff   Ryan,"Ryan, Jeff",,1591844053,9781591844051,0,3.82,Portfolio,Hardcover,292,2011,2011,,8/3/2019,,,read,,,,1,,,0,,,,,
5100525,What Would Google Do?,Jeff Jarvis,"Jarvis, Jeff",,0061709719,9780061709715,0,3.88,Harper Business,Hardcover,426,2009,2009,,8/3/2019,,,read,,,,1,,,0,,,,,
13324841,Son,Lois Lowry,"Lowry, Lois",,0547887205,9780547887203,0,3.97,HMH Books for Young Readers,Hardcover,393,2012,2012,,8/3/2019,,,read,,,,1,,,0,,,,,
31868682,Bad Choices,Ali Almossawi,"Almossawi, Ali",,0735222126,9780735222120,3,3.26,Viking,Hardcover,160,2017,2017,8/1/2019,7/26/2019,,,read,,,,1,,,0,,,,,
15818327,Darwin's Doubt: The Explosive Origin of Animal Life and the Case for Intelligent Design,Stephen C. Meyer,"Meyer, Stephen C.",,0062071475,9780062071477,0,4.15,HarperOne,Hardcover,512,2013,2013,,7/30/2019,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
35133922,Educated,Tara Westover,"Westover, Tara",,,,5,4.46,Random House,Hardcover,334,2018,2018,7/28/2019,6/8/2019,,,read,,,,1,,,0,,,,,
332613,One Flew Over the Cuckoo's Nest,Ken Kesey,"Kesey, Ken",,,,4,4.19,Signet,Mass Market Paperback,325,1963,1962,,7/25/2019,,,read,,,,1,,,0,,,,,
20893878,Loitering: New & Collected Essays,Charles D'Ambrosio,"D'Ambrosio, Charles",,1935639870,9781935639879,2,4.04,Tin House Books,Paperback,358,2014,2014,7/24/2019,12/19/2017,,,read,,,,1,,,0,,,,,
231610,The World As I See It,Albert Einstein,"Einstein, Albert",,1599869659,9781599869650,3,3.82,"Filiquarian Publishing, LLC.",Paperback,128,2006,1934,,7/17/2019,,,read,,,,1,,,0,,,,,
2802,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,"Bodanis, David",,0425181642,9780425181645,4,4.09,Berkley Trade,Paperback,337,2000,2000,,7/17/2019,,,read,,,,1,,,0,,,,,
42649659,The Right Side of History: How Reason and Moral Purpose Made the West Great,Ben Shapiro,"Shapiro, Ben",,,,3,3.9,Broadside e-books,Kindle Edition,288,2019,2019,7/13/2019,7/3/2019,,,read,,,,1,,,0,,,,,
18077875,Essentialism: The Disciplined Pursuit of Less,Greg McKeown,"McKeown, Greg",,0804137382,9780804137386,5,4.03,Crown Business,Hardcover,260,2014,2011,7/3/2019,6/8/2019,,,read,,,,1,,,0,,,,,
7824322,Between Shades of Gray,Ruta Sepetys,"Sepetys, Ruta",,0399254129,9780399254123,3,4.35,Philomel Books,Hardcover,344,2011,2011,7/1/2019,5/13/2019,,,read,,,,1,,,0,,,,,
40672036,Digital Minimalism: Choosing a Focused Life in a Noisy World,Cal Newport,"Newport, Cal",,,,5,4.07,Portfolio,Kindle Edition,302,2019,2019,6/27/2019,6/22/2019,,,read,,,,1,,,0,,,,,
24765,"Specials (Uglies, #3)",Scott Westerfeld,"Westerfeld, Scott",,0689865406,9780689865404,0,3.76,Simon Pulse,Hardcover,384,2006,2006,6/22/2019,5/29/2019,,,read,,,,1,,,0,,,,,
213753,"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer,"Pfeffer, Susan Beth",,0152061548,,3,3.87,HMH Books for Young Readers,Paperback,337,2006,2006,6/11/2019,5/30/2019,,,read,,,,1,,,0,,,,,
24768,"Pretties (Uglies, #2)",Scott Westerfeld,"Westerfeld, Scott",,0689865392,9780689865398,4,3.84,Simon Pulse,Paperback,370,2005,2005,5/29/2019,5/17/2019,,,read,,,,1,,,0,,,,,
24770,"Uglies (Uglies, #1)",Scott Westerfeld,"Westerfeld, Scott",,0689865384,9780689865381,4,3.85,Simon Pulse,Paperback,425,2005,2005,5/16/2019,5/6/2019,,,read,,,,1,,,0,,,,,
32191710,Astrophysics for People in a Hurry,Neil deGrasse Tyson,"Tyson, Neil deGrasse",,0393609391,9780393609394,0,4.07,W. W. Norton  Company,Hardcover,208,2017,2017,,5/4/2019,,,read,,,,1,,,0,,,,,
36243813,Silence: In the Age of Noise,Erling Kagge,"Kagge, Erling",,,,0,3.78,Penguin,Kindle Edition,160,2017,2016,,5/4/2019,,,read,,,,1,,,0,,,,,
35794819,Bitwise: A Life in Code,David Auerbach,"Auerbach, David",,1101871296,9781101871294,0,3.47,Pantheon Books,Hardcover,304,2018,,,4/28/2019,,,read,,,,1,,,0,,,,,
36477572,The Bookshop of Yesterdays,Amy Meyerson,"Meyerson, Amy",,,,0,3.66,Park Row,Kindle Edition,368,2018,2018,,4/28/2019,,,read,,,,1,,,0,,,,,
5310515,When You Reach Me,Rebecca Stead,"Stead, Rebecca",,0385737424,9780385737425,0,4.06,Wendy Lamb Books,Hardcover,199,2009,2009,,4/26/2019,,,read,,,,1,,,0,,,,,
85697,The Art of Possibility,Rosamund Stone Zander,"Zander, Rosamund Stone",Benjamin Zander,0142001104,9780142001103,0,3.94,Penguin,Paperback,210,2006,2000,,4/15/2019,,,read,,,,1,,,0,,,,,
13932,The Noonday Demon: An Atlas of Depression,Andrew Solomon,"Solomon, Andrew",,0684854678,9780684854670,0,4.19,Scribner,Paperback,576,2002,2000,,3/26/2019,,,read,,,,1,,,0,,,,,
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,1594205221,9781594205224,0,3.96,Penguin Press,Hardcover,480,2014,2014,,3/26/2019,,,read,,,,1,,,0,,,,,
28815474,The Couple Next Door,Shari Lapena,"Lapena, Shari",,0735221081,9780735221086,3,3.79,Pamela Dorman Books,Hardcover,308,2016,2016,,2/8/2019,,,read,,,,1,,,0,,,,,
163363,All But My Life: A Memoir,Gerda Weissmann Klein,"Klein, Gerda Weissmann",,,,3,4.29,Hill & Wang,Paperback,261,1995,1959,,9/21/2018,,,read,,,,1,,,0,,,,,
33858905,The End We Start From,Megan  Hunter,"Hunter, Megan",,,,4,3.46,Picador,Kindle Edition,160,2017,2017,,6/22/2018,,,read,,,,1,,,0,,,,,
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,0684830493,9780684830490,3,3.79,Scribner,Hardcover,96,1996,1952,,6/25/2018,,,read,,,,1,,,0,,,,,
35133064,"The Widows of Malabar Hill (Perveen Mistry, #1)",Sujata Massey,"Massey, Sujata",,1616957786,9781616957780,0,3.93,Soho Press,Hardcover,385,2018,2018,,6/23/2018,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund",1473637465,9781473637467,0,4.35,Sceptre,Hardcover,342,2018,2018,,6/23/2018,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,"Singh, Simon",,0385495323,9780385495325,0,4.26,Anchor,Paperback,412,2000,1999,,6/22/2018,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
34921573,Lost Connections: Uncovering the Real Causes of Depression - and the Unexpected Solutions,Johann Hari,"Hari, Johann",,163286830X,9781632868305,0,4.26,Bloomsbury USA,Hardcover,322,2018,2018,,6/22/2018,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
20910157,Yes Please,Amy Poehler,"Poehler, Amy",,0062268341,9780062268341,3,3.83,Dey St.,Hardcover,329,2014,2014,,6/14/2018,,,read,,,,1,,,0,,,,,
5955421,The Art of Conversation: A Guided Tour of a Neglected Pleasure,Catherine Blyth,"Blyth, Catherine",,1592404197,9781592404193,2,2.81,Gotham,Hardcover,304,2008,2008,,6/14/2018,,,read,,,,1,,,0,,,,,
474093,Helping the Dreamer,Anne Waldman,"Waldman, Anne",,0918273501,9780918273505,3,4.2,Coffee House Press,Paperback,240,1989,1989,,6/14/2018,,,read,,,,1,,,0,,,,,
26891545,Radio Girls,Sarah-Jane Stratford,"Stratford, Sarah-Jane",,0451475569,9780451475565,4,3.74,NAL,Paperback,384,2016,2016,,6/14/2018,,,read,,,,1,,,0,,,,,
9418327,Bossypants,Tina Fey,"Fey, Tina",,,,5,3.95,Reagan Arthur Books,Kindle Edition,283,2011,2011,,2/16/2018,,,read,,,,1,,,0,,,,,
28587957,Small Great Things,Jodi Picoult,"Picoult, Jodi",,0345544951,9780345544957,4,4.34,Ballantine Books,Hardcover,480,2016,2016,,2/16/2018,,,read,,,,1,,,0,,,,,
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,"Skloot, Rebecca",,1400052173,9781400052172,4,4.07,Crown Publishing Group,Hardcover,370,2010,2010,,5/8/2018,,,read,,,,1,,,0,,,,,
667,Anthem,Ayn Rand,"Rand, Ayn",,0452281253,9780452281257,5,3.63,NAL,Paperback,105,1999,1938,,5/8/2018,,,read,,,,1,,,0,,,,,
36236124,Fight Club,Chuck Palahniuk,"Palahniuk, Chuck",,0393355942,9780393355949,4,4.18,W. W. Norton  Company,Paperback,218,2018,1996,,5/8/2018,,,read,,,,1,,,0,,,,,
27833796,The Light of Paris,Eleanor Brown,"Brown, Eleanor",,039915891X,9780399158919,3,3.63,G.P. Putnam's Sons,Hardcover,308,2016,2016,,5/8/2018,,,read,,,,1,,,0,,,,,
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,0142000671,9780142000670,4,3.88,Penguin Books,Paperback,103,2002,1937,,5/8/2018,,,read,,,,1,,,0,,,,,
31823677,"Tools of Titans: The Tactics, Routines, and Habits of Billionaires, Icons, and World-Class Performers",Timothy Ferriss,"Ferriss, Timothy",Arnold Schwarzenegger,,,4,4.07,Houghton Mifflin Harcourt,Kindle Edition,707,2016,2016,,3/19/2018,,,read,,,,1,,,0,,,,,
30231806,"Goodbye, Things: The New Japanese Minimalism",Fumio Sasaki,"Sasaki, Fumio",Eriko Sugita,0393609030,9780393609035,0,3.8,W. W. Norton & Company,Hardcover,259,2017,2015,,2/16/2018,,,read,,,,1,,,0,,,,,
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,1594489505,9781594489501,0,4.38,Riverhead Books,Hardcover,372,2007,2007,,2/16/2018,,,read,,,,1,,,0,,,,,
25817528,Be Frank With Me,Julia Claiborne Johnson,"Johnson, Julia Claiborne",,0062413716,9780062413710,0,3.89,William Morrow,Hardcover,287,2016,2016,,2/16/2018,,,read,,,,1,,,0,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,,,5,4.28,Harper Perennial Modern Classics ,Paperback,324,2006,1960,,1/1/2018,,,read,,,,1,,,0,,,,,
17910147,Expiration Day,William Campbell Powell,"Powell, William Campbell",,0765338289,9780765338280,0,3.51,Tor Teen,Hardcover,336,2014,2014,,12/29/2017,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
85448,The Great Santini,Pat Conroy,"Conroy, Pat",,0553268929,9780553268928,3,4.15,Bantam,Mass Market Paperback,440,1987,1976,,12/8/2017,,,read,,,,1,,,0,,,,,
25372801,All the Birds in the Sky,Charlie Jane Anders,"Anders, Charlie Jane",,0765379945,9780765379948,4,3.59,Tor Books,Hardcover,313,2016,2016,,12/8/2017,,,read,,,,1,,,0,,,,,
288145,A House of Tailors,Patricia Reilly Giff,"Giff, Patricia Reilly",,0440238005,9780440238003,3,3.92,Yearling,Paperback,160,2006,2004,,12/8/2017,,,read,,,,1,,,0,,,,,
7670154,Pod,Stephen Wallenfels,"Wallenfels, Stephen",,1608980103,9781608980109,5,3.54,namelos,Paperback,192,2010,2009,,12/8/2017,,,read,,,,1,,,0,,,,,
16101128,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,"Yancey, Rick",,0399162410,9780399162411,4,4.03,G.P. Putnam's Sons Books for Young Readers,Hardcover,457,2013,2013,,12/8/2017,,,read,,,,1,,,0,,,,,
25897871,TED Talks: The Official TED Guide to Public Speaking,Chris J. Anderson,"Anderson, Chris J.",,0544634497,9780544634497,3,4.07,Houghton Mifflin Harcourt,Hardcover,288,2016,2016,,12/8/2017,,,read,,,,1,,,0,,,,,
24612118,Fates and Furies,Lauren Groff,"Groff, Lauren",,1594634475,9781594634475,3,3.57,Riverhead Books,Hardcover,390,2015,2015,,12/8/2017,,,read,,,,1,,,0,,,,,
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Antonio Carlos Braga, Samuel Moore, Aldrin Alexander Evies",0140447571,9780140447576,2,3.6,Penguin Classics,Paperback,288,2002,1848,,12/8/2017,,,read,,,,1,,,0,,,,,
75889,The Little Book That Beats the Market,Joel Greenblatt,"Greenblatt, Joel",Andrew Tobias,0471733067,9780471733065,5,3.98,John Wiley & Sons,Hardcover,155,2005,1999,,12/8/2017,,,read,,,,1,,,0,,,,,
641604,Purple Cow: Transform Your Business by Being Remarkable,Seth Godin,"Godin, Seth",,159184021X,9781591840213,4,3.77,Portfolio Hardcover,Hardcover,160,2003,2003,,12/8/2017,,,read,,,,1,,,0,,,,,
24612233,The Master Algorithm: How the Quest for the Ultimate Learning Machine Will Remake Our World,Pedro Domingos,"Domingos, Pedro",,0465065708,9780465065707,3,3.77,Basic Books,Hardcover,352,2015,2015,,12/8/2017,,,read,,,,1,,,0,,,,,
30653967,The Women in the Castle,Jessica Shattuck,"Shattuck, Jessica",,0062563661,9780062563668,5,3.85,William Morrow,Hardcover,356,2017,2017,,12/8/2017,,,read,,,,1,,,0,,,,,
12609433,The Power of Habit: Why We Do What We Do in Life and Business,Charles Duhigg,"Duhigg, Charles",,1400069289,9781400069286,5,4.11,Random House,Hardcover,375,2012,2012,,12/8/2017,,,read,,,,1,,,0,,,,,
26530379,Applied Minds: How Engineers Think,Guru Madhavan,"Madhavan, Guru",,039335301X,9780393353013,4,3.35,W. W. Norton  Company,Paperback,272,2016,2015,,12/8/2017,,,read,,,,1,,,0,,,,,
18615427,Cartwheeling in Thunderstorms,Katherine Rundell,"Rundell, Katherine",,1442490616,9781442490611,4,4,Simon  Schuster Books for Young Readers,Hardcover,256,2014,2011,,12/8/2017,,,read,,,,1,,,0,,,,,
21423336,Her,Harriet Lane,"Lane, Harriet",,031636987X,9780316369879,4,2.83,"Little, Brown and Company",Hardcover,272,2015,2014,,12/8/2017,,,read,,,,1,,,0,,,,,
16158561,The Faraway Nearby,Rebecca Solnit,"Solnit, Rebecca",,0670025968,9780670025961,4,4.21,Viking,Hardcover,259,2013,2013,,12/8/2017,,,read,,,,1,,,0,,,,,
19501,"Eat, Pray, Love",Elizabeth Gilbert,"Gilbert, Elizabeth",,0143038419,9780143038412,3,3.58,Riverhead Books,Paperback,368,2007,2006,,12/8/2017,,,read,,,,1,,,0,,,,,
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm",,0316010669,9780316010665,4,3.94,Back Bay Books,Paperback,296,2007,2005,,12/8/2017,,,read,,,,1,,,0,,,,,
18143977,All the Light We Cannot See,Anthony Doerr,"Doerr, Anthony",,1476746583,9781476746586,5,4.32,Scribner,Hardcover,531,2014,2014,,12/13/2017,reread,reread (#34),read,,,,1,,,0,,,,,
27272504,Overcomplicated: Technology at the Limits of Comprehension,Samuel Arbesman,"Arbesman, Samuel",,1591847761,9781591847762,3,3.54,Current,Hardcover,240,2016,2016,,12/8/2017,,,read,,,,1,,,0,,,,,
17262236,Rose Under Fire,Elizabeth Wein,"Wein, Elizabeth",,1423183096,9781423183099,5,4.11,Disney Hyperion,Hardcover,368,2013,2013,,10/6/2017,,,read,,,,1,,,0,,,,,
22557272,The Girl on the Train,Paula Hawkins,"Hawkins, Paula",,1594633665,9781594633669,4,3.93,Riverhead Books,Hardcover,325,2015,2015,,10/6/2017,,,read,,,,1,,,0,,,,,
11869272,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",Katherine Boo,"Boo, Katherine",,1400067553,9781400067558,5,3.98,Random House,Hardcover,278,2012,2012,,10/6/2017,,,read,,,,1,,,0,,,,,
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,0060929871,9780060929879,4,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,,10/6/2017,,,read,,,,1,,,0,,,,,
18114066,The Up Side of Down: Why Failing Well Is the Key to Success,Megan McArdle,"McArdle, Megan",,067002614X,9780670026142,4,3.68,Viking,Hardcover,320,2014,2014,,10/6/2017,,,read,,,,1,,,0,,,,,
11516274,Redirect: The Surprising New Science of Psychological Change,Timothy D. Wilson,"Wilson, Timothy D.",,0316051888,9780316051880,5,3.78,"Little, Brown and Company",Hardcover,288,2011,2009,,10/6/2017,,,read,,,,1,,,0,,,,,
25614492,Salt to the Sea,Ruta Sepetys,"Sepetys, Ruta",,0399160302,9780399160301,3,4.34,Philomel Books,Hardcover,391,2016,2016,,10/6/2017,,,read,,,,1,,,0,,,,,
17667561,"The Shadow Throne (Ascendance, #3)",Jennifer A. Nielsen,"Nielsen, Jennifer A.",,,,4,4.25,Scholastic Press,Kindle Edition,336,2014,2014,,10/6/2017,,,read,,,,1,,,0,,,,,
764165,The Snow Leopard,Peter Matthiessen,"Matthiessen, Peter",,0140255087,9780140255089,4,4.08,Penguin Books,Paperback,352,1987,1978,,10/6/2017,,,read,,,,1,,,0,,,,,
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,0062024035,9780062024039,5,4.18,Katherine Tegen Books,Paperback,487,2012,2011,,10/6/2017,,,read,,,,1,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,0439023483,9780439023481,4,4.32,Scholastic Press,Hardcover,374,2008,2008,,10/6/2017,,,read,,,,1,,,0,,,,,
119322,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,"Pullman, Philip",,0679879242,9780679879244,5,3.99,Alfred A. Knopf Books for Young Readers,Hardcover,399,1996,1995,,10/6/2017,,,read,,,,1,,,0,,,,,
532069,Pink and Say,Patricia Polacco,"Polacco, Patricia",,0399226710,9780399226717,5,4.49,Philomel Books,Hardcover,48,1994,1994,,10/6/2017,,,read,,,,1,,,0,,,,,
108077,The Watsons Go to Birmingham - 1963,Christopher Paul Curtis,"Curtis, Christopher Paul",,044022800X,9780440228004,4,3.97,Laurel Leaf,Paperback,224,2000,1995,,10/6/2017,,,read,,,,1,,,0,,,,,
19469,"The Face on the Milk Carton (Janie Johnson, #1)",Caroline B. Cooney,"Cooney, Caroline B.",,038532328X,9780385323284,4,3.72,Delacorte Press,Hardcover,192,1996,1990,,10/6/2017,,,read,,,,1,,,0,,,,,
6969,Emma,Jane Austen,"Austen, Jane","Anna Luisa Zazo, Fiona Stafford",0141439580,9780141439587,4,4.02,Penguin Books,Paperback,474,2003,1815,,10/6/2017,,,read,,,,1,,,0,,,,,
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Walter Trier",0142437174,9780142437179,3,3.82,Penguin Classics,Paperback,327,2002,1884,,10/6/2017,,,read,,,,1,,,0,,,,,
24335,The Trumpet of the Swan,E.B. White,"White, E.B.",Fred Marcellino,0064408671,9780064408677,2,4.08,HarperTrophy,Paperback,252,2000,1970,,10/6/2017,,,read,,,,1,,,0,,,,,
8337,"Little House in the Big Woods (Little House, #1)",Laura Ingalls Wilder,"Wilder, Laura Ingalls",Garth Williams,0060885378,9780060885373,2,4.18,HarperTrophy,Paperback,198,2007,1932,,10/6/2017,,,read,,,,1,,,0,,,,,
1934,Little Women,Louisa May Alcott,"Alcott, Louisa May",,0451529308,9780451529305,3,4.1,Signet Classics,Paperback,449,2004,1868,,10/6/2017,,,read,,,,1,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,0316769177,9780316769174,3,3.81,Back Bay Books,Paperback,277,2001,1951,,10/6/2017,,,read,,,,1,,,0,,,,,
15751404,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",Malcolm Gladwell,"Gladwell, Malcolm",,0316204366,9780316204361,5,3.95,"Little, Brown and Company",Hardcover,305,2013,2013,,10/6/2017,,,read,,,,1,,,0,,,,,
6452796,Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,"Pink, Daniel H.",,1594488843,9781594488849,4,3.94,Riverhead Books,Hardcover,242,2009,2009,,10/6/2017,,,read,,,,1,,,0,,,,,
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,0316346624,9780316346627,5,3.98,Back Bay Books,Paperback,301,2002,2000,,10/6/2017,,,read,,,,1,,,0,,,,,
